id,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
85948,Star Trek: Lower Decks,4,38,en,238,7.41,"The lives of the support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, in 2380. Ensigns Mariner, Boimler, Rutherford and Tendi have to keep up with their duties and their social lives, often while the ship is being rocked by a multitude of sci-fi anomalies.",False,/kG7GwGBHpCI6lA6SaEydKHHOxkU.jpg,2020-08-06,2023-09-28,https://www.paramountplus.com/shows/star-trek-lower-decks/,True,Star Trek: Lower Decks,249.68,/2gVVCoxtNtU5fTTyGU1nGwrFl2f.jpg,Scripted,Returning Series,Rarely going where no one has gone before.,"Sci-Fi & Fantasy, Animation, Comedy",Mike McMahan,en,"CBS All Access, Paramount+",US,English,"Roddenberry Entertainment, CBS Eye Animation Productions, Secret Hideout, 219 Productions",United States of America,25
89852,Trinkets,2,20,en,238,7.924,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,False,/A0oBPYwFP2p4tTM2goSK2RnJ41O.jpg,2019-06-14,2020-08-25,https://www.netflix.com/title/80230561,False,Trinkets,16.208,/1KD2zNV04SI6pvfbPnBOr6eFlam.jpg,Scripted,Ended,Friendship is priceless. Everything else you can steal.,Drama,"Amy Andelson, Emily Meyer, Kirsten Smith",en,Netflix,US,English,AwesomenessTV,United States of America,25
134373,The Sex Lives of College Girls,2,20,en,238,7.54,"Follow four college roommates as they arrive at New England’s prestigious Essex College. A bundle of contradictions and hormones, these girls are equal parts lovable and infuriating as they live out their new, free lives on campus.",False,/xU8GGzgQlSoRgjhek9gnUJw62VX.jpg,2021-11-18,2022-12-15,https://www.hbomax.com/the-sex-lives-of-college-girls,True,The Sex Lives of College Girls,30.968,/qaGYIoe3CQkTqWI1SWzFZhSPHsb.jpg,Scripted,Returning Series,Back with a bang.,"Comedy, Drama","Mindy Kaling, Justin Noble",en,HBO Max,US,English,"Kaling International, 3 Arts Entertainment, Warner Bros. Television",United States of America,28
90972,Station Eleven,1,10,en,237,7.021,A post apocalyptic saga spanning multiple timelines telling the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.,False,/wJLDeUl7QT6Gs3YnIGQQ5K380r3.jpg,2021-12-16,2022-01-13,https://www.hbomax.com/station-eleven,False,Station Eleven,27.322,/xWlhMOzRxUpu4uzkWcDQOaESCE.jpg,Miniseries,Ended,The end is the beginning.,"Drama, Sci-Fi & Fantasy, Mystery",Patrick Somerville,"en, hi, de, es",HBO Max,US,"English, हिन्दी, Deutsch, Español","Paramount Television Studios, Super Frog, Pacesetter Productions, Stone Village Television, Tractor Beam, Shadowfox Productions",United States of America,46
33428,MAD,4,123,en,237,8.211,"Mad is an American animated sketch comedy series created by Kevin Shinick and produced by Warner Bros. Animation. Based upon the magazine of the same name, each episode is a collection of short animated parodies of television shows, movies, games, celebrities, and other media using various types of animation instead of the usual animation style that Warner Bros. Animation is known for. The series premiered on the evening of September 6, 2010 on Cartoon Network. It has been described as a ""kid-friendly version of Robot Chicken"".",False,/pb1LLQKETjejzCrlCvrXuI3bEty.jpg,2010-09-06,2013-12-02,http://www.cartoonnetwork.com/tv_shows/mad/index.html,False,MAD,8.902,/lpMdJzQUD0gXafoFo5L92DNg9QU.jpg,Scripted,Ended,,"Animation, Comedy",William Gaines,en,Cartoon Network,US,English,Warner Bros. Animation,,15
53606,Love,3,34,en,237,7.2,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,False,/6zOyfRhlHEBsl3x6plxbQ7KSQib.jpg,2016-02-19,2018-03-09,http://www.netflix.com/title/80026506,False,Love,19.107,/wvtW9YoMkovpMqyZCWUbQC6FJlg.jpg,Scripted,Ended,,"Comedy, Drama","Judd Apatow, Paul Rust, Lesley Arfin",en,Netflix,US,English,"Legendary Television, Apatow Productions",United States of America,32
4278,Friday Night Lights,5,76,en,237,8.074,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",False,/iS0zzzkRHmE1nsDLJWfaYlQbXF5.jpg,2006-10-03,2011-02-09,https://www.nbc.com/friday-night-lights,False,Friday Night Lights,86.762,/Eu7MzZY1DldJ683z7vLkILHNRD.jpg,Scripted,Ended,Clear eyes. Full hearts. Can't lose!,Drama,"Brian Grazer, Peter Berg",en,"NBC, Audience",US,English,,,43
113600,Equinox,1,6,da,237,7.344,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",False,/1IO3hNWCeGStVuCopf6bJnazWyz.jpg,2020-12-30,2020-12-30,https://www.netflix.com/title/81075958,False,Equinox,9.437,/bnU3Rz3nR844WZNOyrCk8W52DUs.jpg,Scripted,Ended,,"Sci-Fi & Fantasy, Drama",Tea Lindeburg,da,Netflix,DK,Dansk,Apple Tree Productions,Denmark,47
43901,Longmire,6,63,en,237,7.774,A Wyoming sheriff rebuilds his life and career following the death of his wife. Based on the “Walt Longmire” series of mystery novels written by best-selling author Craig Johnson.,False,/nh3n0jQeS0FgWH84kzyc8q5yLEp.jpg,2012-06-03,2017-11-17,https://www.netflix.com/title/70269479,False,Longmire,118.741,/yrdt5lscyJ5j5GSbhl99x3SRN66.jpg,Scripted,Ended,,"Western, Crime, Drama","John Coveny, Hunt Baldwin",en,"A&E, Netflix",US,English,"Two Boomerang, Warner Horizon Television, The Shephard/Robin Company",,45
70391,Philip K. Dick's Electric Dreams,1,10,en,236,7.104,"A diverse anthology of ambitious, moving tales inspired by Philip K Dick's short stories.",False,/22IYgPD2AUAZWkaaVOiJu1tXdGA.jpg,2017-09-17,2018-03-19,http://www.channel4.com/programmes/electric-dreams,False,Philip K. Dick's Electric Dreams,13.894,/tyaNrGepu4HbkjLFkK6vgua1vgn.jpg,Scripted,Ended,,"Sci-Fi & Fantasy, Drama","Philip K. Dick, Ronald D. Moore, Michael Dinner",en,Channel 4,GB,English,"Sony Pictures Television Studios, Channel 4 Television, Tall Ship Productions","United Kingdom, United States of America",52
72350,DuckTales,3,69,en,236,7.794,"The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",False,/tco0lyOHy3bjy2hyishbuCk0Yvg.jpg,2017-08-12,2021-03-15,http://disneynow.go.com/shows/ducktales-disney-channel,False,DuckTales,53.515,/mBXPGrYd9wEzk7jpi5GkZJNDzZf.jpg,Scripted,Ended,,"Family, Comedy, Animation","Matt Youngberg, Francisco Angones",en,"Disney XD, Disney Channel",US,English,Disney Television Animation,United States of America,23
101591,BMF,3,22,en,236,8.182,"The drug trafficking drama is inspired by the true story of two brothers who rose from the decaying streets of southwest Detroit in the late 1980s and gave birth to one of the most influential crime families in the country. It revolves around brothers Demetrius ""Big Meech"" Flenory and Terry ""Southwest T"" Flenory, who together took their vision beyond the drug trade and into the world of hip-hop. The drama, per Starz, will tell a story about love, family and capitalism in the pursuit of the American dream.",False,/5hS58HpxN6pOqQU0Rd09Rp3bKXl.jpg,2021-09-26,2023-03-17,https://starz.com/us/en/series/bmf/62264,True,BMF,19.442,/g2juyqFlVTbKqCSm6Xsh23HnBF7.jpg,Scripted,Returning Series,Divide to conquer.,"Drama, Crime",Randy Huggins,en,Starz,US,English,"Lionsgate Television, G-Unit Film & Television, EFO Films",United States of America,52
1068,The New Scooby-Doo Movies,2,24,en,236,7.68,"Aside from doubling the length of each episode, The New Scooby-Doo Movies differed from its predecessor in the addition of a rotating special guest star slot; each episode featured real-life celebrities or well known fictional characters joining the Mystery, Inc. gang in solving the mystery of the week. Some episodes, in particular the episodes guest-starring the characters from The Addams Family, Batman, and Jeannie, deviated from the established Scooby-Doo format of presenting criminals masquerading as supernatural beings by introducing real ghosts, witches, monsters, and other such characters into the plots.",False,/1lJ0Bb5JWThXkJMRe85BOyMpjKu.jpg,1972-09-09,1973-10-27,,False,The New Scooby-Doo Movies,30.835,/slBx9Vkh0ET9m2lgrD8KxJDL5T9.jpg,Scripted,Ended,,"Animation, Mystery, Comedy, Kids, Family","Ken Spears, Joe Ruby",en,CBS,US,English,Hanna-Barbera Productions,United States of America,40
19849,Blood+,1,50,ja,236,8.216,"Unable to remember the past, high school senior Saya Otonashi must rediscover her destiny in order to defeat the chiropteran vampires that threaten her loved ones' existence.",False,/goD9FEuGxbSwzn8a6C0ZXIV95Dk.jpg,2005-10-08,2006-09-23,,False,Blood+,20.806,/hc7xnAqzhfocgsWzY6K8W6nu6WP.jpg,Scripted,Ended,,"Animation, Sci-Fi & Fantasy, Action & Adventure",,ja,TBS,JP,日本語,"Production I.G, Aniplex, MBS",Japan,24
87432,We Never Learn,2,26,ja,235,8.5,"Nariyuki Yuiga is in his last and most painful year of high school. In order to gain the “special VIP recommendation” which would grant him a full scholarship to college, he must now tutor his classmates as they struggle to prepare for entrance exams.

Among his pupils are “the sleeping beauty of the literary forest,” Fumino Furuhashi, and “the Thumbelina supercomputer,” Rizu Ogata–two of the most beautiful super-geniuses at the school! While these two were thought to be academically flawless, it turns out that they’re completely clueless outside of their pet subjects…!?

As Nariyuki’s life is turned upside down by these quirky girls who just never learn, he must do everything he can to get them accepted into college! The stage is set for this romantic comedy featuring prodigies who never learn when it comes to studying and love!",False,/9k55akid147wjGkntRlmSZZRjtg.jpg,2019-04-07,2019-12-29,https://boku-ben.com/,False,ぼくたちは勉強ができない,17.198,/tELaz99EJDso1Zj6TpeOGuh2ean.jpg,Scripted,Ended,,"Animation, Comedy",,ja,"Tokyo MX, Gunma TV, Tochigi TV, BS11",JP,日本語,"Silver, ARVO ANIMATION, Aniplex, Shueisha",Japan,24
40290,MasterChef,13,263,en,235,7.274,"This hit cooking competition series sees award-winning chef Gordon Ramsay and other celebrity chefs put a group of contestants through a series of challenges and elimination rounds, in order to turn one home cook into a culinary master.",False,/qfsVbdpVV745Q9szApNRDw6kDuq.jpg,2010-07-27,2023-09-20,http://www.fox.com/masterchef/,True,MasterChef,107.628,/42gO1qCC6GPtHKNXvOdhunhzyS3.jpg,Reality,Returning Series,,Reality,Franc Roddam,en,FOX,US,English,"Endemol Shine North America, One Potato Two Potato",United States of America,80
86340,Undone,2,16,en,235,7.6,"After getting into a near fatal car accident, Alma discovers she has a new relationship with time and uses this ability to find out the truth about her father’s death.",False,/4HPRLBGgG0hUZXE0HA98vuWxPCt.jpg,2019-09-12,2022-04-28,https://www.amazon.com/dp/B07SVHRY9L,False,Undone,19.645,/wwCclQaT9tIAHVbAkGwQvnNUSm6.jpg,Scripted,Ended,,"Animation, Sci-Fi & Fantasy, Drama","Raphael Bob-Waksberg, Kate Purdy","en, es",Prime Video,US,"English, Español","Tornante Company, Boxer vs Raptor, Submarine, Amazon Studios, Hive House, Vegan Blintzes","Netherlands, United States of America",23
63418,Code Black,3,47,en,235,7.8,"Inspired by the award-winning documentary, this medical drama is set in the busiest and most notorious ER in the nation where the extraordinary staff confront a challenged system in order to protect their ideals and the patients who need them the most.",False,/AekZz93QCISOYFELhxyRCSzcAit.jpg,2015-09-30,2018-07-18,http://www.cbs.com/shows/code-black/,False,Code Black,15.973,/xUpISrmAGP4ZglmluNI8a0ENXyS.jpg,Scripted,Canceled,,Drama,Michael Seitzman,en,CBS,US,English,"ABC Studios, CBS Studios, Maniac Productions",United States of America,45
35016,House of Anubis,3,112,en,235,8.153,"Strange things are happening at an English boarding school called House of Anubis. Popular student Joy goes missing, the school's cranky caretaker has a creepy stuffed crow and the school's attic may be haunted. When recent American transplant Nina gets thrust into the school during this time, she decides to investigate along with her new friend, Fabian, and housemates.",False,/sCyzwACda02TQuaUKhk67ccUm2S.jpg,2011-01-01,2013-04-11,http://www.nick.com/shows/house-of-anubis,False,House of Anubis,140.748,/llPkPieIBfVXKIklkeP5VddpK8b.jpg,Scripted,Ended,,"Family, Mystery, Sci-Fi & Fantasy","Hans Bourlon, Gert Verhulst",en,Nickelodeon,"GB, US",English,"Nickelodeon Productions, Lime Pictures, Studio 100","United Kingdom, United States of America",23
4357,Mission: Impossible,7,171,en,235,7.63,"Mission: Impossible is an American television series that was created and initially produced by Bruce Geller. It chronicles the missions of a team of secret government agents known as the Impossible Missions Force. In the first season, the team is led by Dan Briggs, played by Steven Hill; Jim Phelps, played by Peter Graves, takes charge for the remaining seasons. A hallmark of the series shows Briggs or Phelps receiving his instructions on a recording that then self-destructs, followed by the theme music composed by Lalo Schifrin.

The series aired on the CBS network from September 1966 to March 1973, then returned to television for two seasons on ABC, from 1988 to 1990, retaining only Graves in the cast. It later inspired a popular series of theatrical motion pictures starring Tom Cruise, beginning in 1996.",False,/tqb56e4o7AMzyXZJF086sgkeqcb.jpg,1966-09-17,1973-03-30,,False,Mission: Impossible,48.513,/bAnCcwe70IXHRwUgsRJT4ZlQ47o.jpg,Scripted,Ended,Failure impossible.,"Action & Adventure, Crime, Drama, Mystery",Bruce Geller,en,CBS,US,English,"Desilu Productions, Paramount Television Studios",,60
634,Who's the Boss?,8,196,en,235,7.555,"A former professional baseball player, along with his preteen daughter, moves into New York advertising executive Angela Bower's house to be both a housekeeper and a father figure to her young son. Tony 's laid-back personality contrasts with Angela's type-A behavior.",False,/qi925RRpANnzvZ00pybnHgXUA0a.jpg,1984-09-20,1992-04-25,,False,Who's the Boss?,186.652,/uZjNwfCNi6lX3jmYAxHB1DUuqcB.jpg,Scripted,Ended,Father doesn't always know best!,Comedy,Blake Hunter,en,ABC,US,English,,United States of America,23
70215,The White Princess,1,8,en,234,7.872,"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",False,/jL2cwqjeTCQN7jZQLwl081kejyM.jpg,2017-04-16,2017-06-04,https://www.starz.com/us/en/series/30887/,False,The White Princess,18.886,/8urYFWrEd8ue94Fm4JpHccQg3M7.jpg,Miniseries,Ended,Love to the death.,Drama,,en,Starz,US,English,"Company Pictures, Playground Entertainment, Little Island Productions","United Kingdom, United States of America",60
74094,Our Love Has Always Been 10 Centimeters Apart.,1,6,ja,234,8.2,"Miou Aida and Haruki Serizawa might seem like polar opposites to those around them, but as the two third-years prepare to end their high school experience, they couldn't have been been closer. While Miou is a shy and reserved member of the school art club that prefers to stay out of the limelight, Haruki is the boisterous and confident ace of the movie club, already winning awards for his directing prowess. However, after a previous chance encounter during their school entrance ceremony, they quickly become friends despite their stark differences in personality. But although their closeness might be growing, they've never become anything more than just that, much to the bewilderment of their friends.

As their time in high school draws to a close, Miou and Haruki, along with their friends in the art and movie clubs, have just one year left to face their hidden feelings and the daunting task of deciding their future careers. The two might always be only an arm's reach away, but as Haruki chases his dream of becoming a professional movie director and Miou struggles with choosing a path for herself, they'll learn just how hard it is to get past those last 10 centimeters.",False,/bChKb5SGjzGYqjxWutAuZF1sRWn.jpg,2017-11-25,2017-12-30,http://www.honeyworks-movie.jp/,False,いつだって僕らの恋は10センチだった。,11.864,/wa0a8FIiqAgq3zX78fmlYGObuPW.jpg,Scripted,Ended,,"Comedy, Drama, Animation",,ja,,JP,日本語,Lay-duce,Japan,24
69158,The Good Fight,6,60,en,234,7.7,"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",False,/nz6vpYyN1pEwBYeoAVIu2316d0z.jpg,2017-02-19,2022-11-10,https://www.paramountplus.com/shows/the-good-fight/,False,The Good Fight,54.557,/8qoOHOfbUbrCcHZnDVxGcwOWinV.jpg,Scripted,Ended,Kill all the lawyers.,Drama,"Phil Alden Robinson, Michelle King, Robert King",en,"CBS All Access, Paramount+",US,English,"King Size Productions, Scott Free Productions, CBS Studios",United States of America,50
75123,A Korean Odyssey,1,20,ko,234,8.199,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,False,/f7eVGWyugsuK5crINdjnMGsntOb.jpg,2017-12-23,2018-03-04,http://program.tving.com/tvn/akoreanodyssey/,False,화유기,17.36,/7AJCemR9KHGEMvtaBVULJWbeodi.jpg,Scripted,Ended,,"Comedy, Mystery, Sci-Fi & Fantasy, Drama","Hong Mi-ran, Hong Jeong-eun, Park Hong-kyun, Kim Byeong-su",ko,tvN,KR,한국어/조선말,"JS Pictures, Studio Dragon",South Korea,75
86686,Creepshow,4,23,en,234,7.5,A young boy's horror comic book comes to life in this anthology series of terrifying tales.,False,/snfoAKeCQc2MLsLtrybiWuPUjOM.jpg,2019-09-26,2021-10-28,https://www.shudder.com/series/watch/creepshow/5138009,True,Creepshow,30.845,/fassm77VqtSDHv9x17eJ3DkGVml.jpg,Scripted,Returning Series,,"Mystery, Sci-Fi & Fantasy",Greg Nicotero,en,Shudder,US,English,"Monster Agency Productions, Taurus Entertainment Company, Striker Entertainment, KNB EFX, The Cartel",United States of America,46
91801,Welcome to Demon School! Iruma-kun,3,65,ja,234,8.502,"Fourteen year old Suzuki Iruma has just been abandoned and sold to a demon by his irresponsible parents! Surprisingly, the next thing he knows he's living with the demon who has adopted him as his new grandson, and has been transferred into a school in the demon world where his new ""demon"" grandfather works as the principal. Thus begins the cowardly Iruma-kun's extraordinary school life among the otherworldly as he faces his true self, takes on challenges, and rises to become someone great.",False,/d8bAI2EDM7L2q94wDZfjb82KRoh.jpg,2019-10-05,2023-03-04,https://www6.nhk.or.jp/anime/program/detail.html?i=iruma,True,魔入りました！入間くん,40.879,/aed6I1EMR4Lbk8bdikWrndbn5Og.jpg,Scripted,Returning Series,,"Animation, Comedy, Sci-Fi & Fantasy",,ja,NHK Educational TV,JP,日本語,"NHK, Bandai Namco Pictures, NHK Enterprises",Japan,25
59941,The Tonight Show Starring Jimmy Fallon,11,1233,en,234,6.038,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",False,/xl1wGwaPZInJo1JAnpKqnFozWBE.jpg,2014-02-17,2023-10-02,http://www.nbc.com/the-tonight-show,True,The Tonight Show Starring Jimmy Fallon,2419.997,/g4amxJvtpnY79J77xeamnAEUO8r.jpg,Talk Show,Returning Series,Tonight's just getting started.,"Comedy, Talk",Jimmy Fallon,en,NBC,US,English,"Broadway Video, Universal Television, Electric Hot Dog Productions",United States of America,45
4551,America's Got Talent,18,447,en,234,5.652,"A weekly talent competition where an array of performers – from singers and dancers, to comedians and novelty acts – vie for a $1 million cash prize.",False,/ezGC9MgPqBLkwgszy0ujHFfTyOl.jpg,2006-06-21,2023-09-27,http://www.nbc.com/americas-got-talent/,True,America's Got Talent,725.89,/xyd4aV6LZ8dcj1etoMLroUxzFDf.jpg,Reality,Returning Series,Ready for a blockbuster summer!,Reality,Ken Warwick,en,NBC,US,English,,United States of America,85
72,Only Fools and Horses,7,45,en,234,8.0,The misadventures of two wheeler dealer brothers Del Boy and Rodney Trotter of 'Trotters Independent Traders PLC' who scrape their living by selling dodgy goods believing that next year they will be millionaires.,False,/K8oVAMcE19IvzJsPlRVfDnB4Zq.jpg,1981-09-08,1991-02-03,http://www.bbc.co.uk/programmes/b006xthd,False,Only Fools and Horses,39.034,/8QznQBwr4aqPIQTiymL7obM3qOK.jpg,Scripted,Ended,Cushty!,Comedy,John Sullivan,en,BBC One,GB,English,BBC,,30
61461,Yona of the Dawn,1,24,ja,234,8.509,"The legend of the Four Dragons and the origin of the land has been passed down for generations in the land of Kouka. Currently, Hiryuu Palace has no one else next in line for the throne other than the fifteen year old princess, Yona, who had been raised with care.

Finally, the night of her sixteenth birthday arrives. She expects it to be a wonderful day spent with her peace-loving father, Il, her servant and friend Hak, and her cousin Soo-won, who she had feelings for... However... That night, Yona goes to visit her father to tell him how she really feels, because he opposes to her getting married to Soo-won. However, when she gets to her room, she encounters a shocking truth. The destinies of Yona and the Four Dragons entwine in this period drama fantasy romance!",False,/k3KlMWPt8lJ5Pe48xuykeldCnI3.jpg,2014-10-07,2015-03-24,http://marv.jp/special/yona/,False,暁のヨナ,20.751,/qxnaENqprdRge7MxQsEmOsEDVk5.jpg,Scripted,Ended,,"Action & Adventure, Animation, Sci-Fi & Fantasy, Drama, Comedy",,ja,"AT-X, Tokyo MX, Sun TV, TV Aichi, BS11",JP,日本語,Pierrot,Japan,24
2370,Hell's Kitchen,22,332,en,234,6.9,Aspiring restaurateurs brave Ramsay and his fiery command of the kitchen as he puts the competitors through an intense culinary academy to prove they possess the right combination of ingredients to win a life-changing grand prize.,False,/kitfuCa2TqX6oY5HvdFRjMMaLwc.jpg,2005-05-30,2023-09-28,https://www.fox.com/hells-kitchen/,True,Hell's Kitchen,159.732,/shOVFku8daIGRpgjTdMZBxUAvsV.jpg,Reality,Returning Series,He's no angel.,Reality,,en,FOX,US,English,,United States of America,44
32815,Raising Hope,4,88,en,234,7.536,"James ""Jimmy"" Chance is a clueless 24-year-old who impregnates a serial killer during a one-night-stand. Earning custody of his daughter after the mother is sentenced to death, Jimmy relies on his oddball but well-intentioned family for support in raising the child.",False,/xXlLNolGH7mOxCDL62ulHOXRpz9.jpg,2010-09-21,2014-04-04,http://www.fox.com/raisinghope/,False,Raising Hope,24.331,/uoQlWrYVERlifyUjDVUHiSu2ELo.jpg,Scripted,Ended,,"Comedy, Family",Greg Garcia,en,FOX,US,English,,,30
128010,Welcome to Eden,2,16,es,233,7.09,"Are you happy? With this question, Zoa and four other attractive young people, very active on social networks, are invited to the most exclusive party in history on a secret island, organized by the brand of a new drink. What begins as an exciting journey will soon become the journey of a lifetime. But paradise is not really what it seems - Welcome to Eden.",False,/kcHvkFlsodXu1TFgXuOT3OvJYnu.jpg,2022-05-06,2023-04-21,https://www.netflix.com/title/81211710,False,Bienvenidos a Edén,40.482,/kZO0mtTHAgg9QVscLVtwCcQ7Hgx.jpg,Scripted,Canceled,,"Action & Adventure, Sci-Fi & Fantasy, Drama","Joaquín Górriz, Guillermo López Sánchez",es,Netflix,ES,Español,Brutal Media,Spain,41
35339,Alcatraz,1,13,en,233,6.335,"A unique team, consisting of a federal agent, a police officer and a conspiracy theory novelist, investigate the shocking reappearance of Alcatraz's most notorious prisoners, fifty years after they supposedly vanished.",False,/vbwPEVyB4GItjPDmy5kMj1ObQwA.jpg,2012-01-16,2012-03-26,http://www.fox.com/programming/shows/?sh=alcatraz,False,Alcatraz,17.662,/yES1yqjp6Jl2CEVKHdfwKrIsnqd.jpg,Scripted,Canceled,302 vanished. 3 must find them.,"Mystery, Action & Adventure, Drama","Elizabeth Sarnoff, Steven Lilien, Bryan Wynbrandt",en,FOX,US,English,"Warner Bros. Pictures, Bad Robot",United States of America,43
72615,Alias Grace,1,6,en,233,7.167,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",False,/yHh5m4z66wH22SxkqCURezwoNo1.jpg,2017-09-25,2017-10-30,http://www.cbc.ca/aliasgrace/,False,Alias Grace,12.352,/m6ChYjCPMpzAPzR7jm0omLbu9hS.jpg,Miniseries,Ended,,"Crime, Drama",Sarah Polley,en,CBC Television,CA,English,Halfire Entertainment,Canada,46
70128,Genius,3,28,en,233,7.785,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.",False,/bS3mj4NDEgDM348WdIpahdmYJBL.jpg,2017-04-25,2021-03-24,https://www.nationalgeographic.com/tv/shows/genius,True,Genius,38.469,/aOpBt23GUsamC2RH6lc0XU7TQCj.jpg,Scripted,Returning Series,,Drama,"Kenneth Biller, Noah Pink",en,National Geographic,US,English,"EUE / Sokolow, Imagine Television, Fox 21 Television Studios, OddLot Entertainment, 20th Television, Undisputed Cinema, Anthony Hemingway Productions",United States of America,43
129478,The King's Affection,1,20,ko,232,8.351,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",False,/4r7scgI5aUrShN0YzriAatWd15e.jpg,2021-10-11,2021-12-14,https://program.kbs.co.kr/2tv/drama/thekingsaffection/pc/index.html,False,연모,69.819,/mcfX0IqWibPhF5H4i2Q5gUlwwxk.jpg,Scripted,Ended,,Drama,Han Hee-jung,ko,KBS2,KR,한국어/조선말,"Arc Media, Monster Union",South Korea,70
122623,Enfermeras,2,428,es,232,7.7,,False,/7aS0ZrksPQrSJCBvZQO8dCkCmCg.jpg,2019-10-23,2022-04-14,,True,Enfermeras,54.448,/s6WdUVucshiNfdVwLDkVrKPYHMP.jpg,Scripted,Returning Series,,Drama,Ana Maria Perez,es,RCN,CO,Español,RCN,Colombia,0
158916,The Marked Heart,2,24,es,232,7.817,A man hell-bent on exacting revenge on the organ trafficking organization that murdered his wife becomes involved with the woman who received her heart.,False,/yOtzSTFdccSd2tfzlTp8UNo2ZHN.jpg,2022-04-20,2023-04-19,https://www.netflix.com/title/81261170,False,Pálpito,35.526,/M1q0HuyRnqxP8Si54srsPREFIH.jpg,Scripted,Ended,,"Soap, Mystery",Leonardo Padrón,es,Netflix,CO,Español,,Spain,45
61864,Good Witch,7,68,en,232,7.763,"Cassie Nightingale, Middleton’s favorite enchantress, and her young-teenage daughter Grace, who shares that same special intuition as her mom, welcome Dr. Sam Radford and his son to town. When the New York transplants move in next to the Grey House, they are immediately spellbound by the mother-daughter duo next door, but Sam and Cassie quickly find they may not see eye to eye. With her signature charm, Cassie attempts to bring everyone together, ensuring all of Middleton is in for new changes, big surprises and, of course, a little bit of magic!

""Good Witch” is based on Bell’s beloved character Cassie, the raven-haired enchantress who kept audiences spellbound for seven installments of Hallmark Channel's longest-running and highest-rated original movie franchise of all time.",False,/totG0gZAvvk9tw7887ElfIy4lcu.jpg,2015-02-28,2021-07-25,http://www.hallmarkchannel.com/good-witch,False,Good Witch,44.3,/FRthbnY1NaoOzBaB66YcMo8h8M.jpg,Scripted,Canceled,,"Comedy, Drama, Sci-Fi & Fantasy",Sue Tenney,en,Hallmark Channel,US,English,"Whizbang Films, ITV Studios America","Canada, United States of America",43
60685,Dominion,2,21,en,232,6.588,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas. ",False,/3axaxjQVzptRvJYSOolQOH56wVZ.jpg,2014-06-19,2015-10-01,http://www.syfy.com/dominion,False,Dominion,23.116,/2rBiS2m5hZbTSxorXQmUcbt2cTU.jpg,Scripted,Canceled,Heaven Will Raise Hell on Earth,"Sci-Fi & Fantasy, Drama","Scott Stewart, Vaun Wilmott",en,Syfy,US,English,"Sony Pictures Television Studios, UCP, Bold Films, Film Afrika",United States of America,60
